,Year,Structure Number,Avg Daily Traffic,Age,Deck Area,Structure Type,Max Span Length,Deck Width,Deck Rating,Str Evl Apr,Operating Rating (Tons),District,108C - Deck Protection Code,Wrng Surf Type Code,Maximum Temperature,Minimum Temperature,Number of Freeze-Thaw Cycles,Time of Wetness,Prevailing Wind Direction,Mean Wind Speed,Number of Days with Measurable Precipitation,Maintenance Count,Previous Record 1,Previous Record 2
10179,1997,3109453,26750,34,6747,1,107,30,7,6,44,8,0,9,35,-19,105,3546,145,0,119,0,7,7
10573,1998,3109453,26750,35,6747,1,107,30,7,6,44,8,0,9,35,-12,81,3669,149,0,118,0,7,7
11798,1999,3109453,26750,36,6747,1,107,30,7,7,44,8,0,9,38,-23,90,2588,151,0,95,0,7,7
12085,2000,3109453,26750,37,6747,1,107,30,7,7,44,8,0,9,33,-16,84,3222,139,0,109,0,7,7
13113,2001,3109453,26750,38,6747,1,107,30,7,7,44,8,0,9,35,-12,90,3337,134,0,119,0,7,7
13997,2002,3109453,26750,39,6747,1,107,30,7,8,44,8,0,9,38,-11,98,3609,140,0,133,0,7,7
14758,2003,3109453,8300,40,6747,1,107,30,7,8,44,8,0,9,34,-15,87,3823,147,0,148,0,7,7
15691,2004,3109453,8300,41,6747,1,107,30,7,7,44,8,0,9,33,-24,79,3961,144,0,156,0,7,7
16294,2005,3109453,8300,42,6747,1,107,30,7,7,44,8,0,9,38,-14,94,3472,156,0,139,0,7,7
17229,2006,3109453,8300,43,6747,1,107,30,7,7,44,8,0,9,37,-13,100,3950,144,0,132,0,7,7
17654,2007,3109453,8300,44,6747,1,107,30,6,6,44,8,0,9,38,-23,90,2953,145,0,120,0,7,7
18731,2008,3109453,8300,45,6747,1,107,30,6,6,44,8,0,9,37,-15,101,3283,144,0,125,0,6,7
19735,2009,3109453,8300,46,6747,1,107,30,6,6,44,8,0,9,33,-21,86,3853,152,0,140,0,6,6
20444,2010,3109453,8300,47,6747,1,107,30,6,7,44,8,0,9,37,-14,65,2879,142,0,111,0,6,6
20702,2011,3109453,8300,48,6747,1,107,30,6,7,44,8,0,9,38,-17,86,4201,135,0,150,0,6,6
21936,2012,3109453,8300,49,6747,1,107,30,7,7,44,8,0,9,41,-11,95,3234,145,0,122,1,6,6
22566,2013,3109453,8300,50,6747,1,107,30,7,7,44,8,0,9,35,-16,107,3462,138,0,143,1,7,6
22945,2014,3109453,8300,51,6747,1,107,30,7,7,44,8,0,9,35,-23,94,3215,140,0,142,1,7,7
23912,2015,3109453,8300,52,6747,1,107,30,7,7,107,8,0,9,35,-20,72,3707,145,0,139,1,7,7
25140,2016,3109453,8300,53,6747,1,107,30,7,7,44,8,0,9,37,-15,83,3460,143,0,141,1,7,7
25325,2017,3109453,8300,54,6747,1,107,30,7,7,44,8,0,9,34,-14,80,3741,139,0,133,1,7,7
9599,1996,3109488,33100,33,6196,1,105,30,7,5,44,8,0,9,33,-20,97,3873,146,0,135,0,7,7
10180,1997,3109488,33100,34,6196,1,105,30,7,5,44,8,0,9,35,-19,105,3546,145,0,119,0,7,7
10574,1998,3109488,33100,35,6196,1,105,30,6,5,44,8,0,9,35,-12,81,3669,149,0,118,0,7,7
11620,1999,3109488,33100,36,6196,1,105,30,7,6,44,8,0,9,38,-23,90,2588,151,0,95,1,6,7
12086,2000,3109488,33100,37,6196,1,105,30,7,7,44,8,0,9,33,-16,84,3222,139,0,109,1,7,6
12851,2001,3109488,33100,38,6196,1,105,30,7,7,44,8,0,9,35,-12,90,3337,134,0,119,1,7,7
13998,2002,3109488,33100,39,6196,1,105,30,7,7,44,8,0,9,38,-11,98,3609,140,0,133,1,7,7
14692,2003,3109488,6342,40,6196,1,105,30,7,7,44,8,0,9,34,-15,87,3823,147,0,148,1,7,7
15693,2004,3109488,6342,41,6196,1,105,30,7,7,44,8,0,9,33,-24,79,3961,144,0,156,1,7,7
16156,2005,3109488,6342,42,6196,1,105,30,7,7,44,8,0,9,38,-14,94,3472,156,0,139,1,7,7
17230,2006,3109488,6342,43,6196,1,105,30,7,7,44,8,0,9,37,-13,100,3950,144,0,132,1,7,7
17655,2007,3109488,6342,44,6196,1,105,30,6,6,44,8,0,9,38,-23,90,2953,145,0,120,1,7,7
18732,2008,3109488,6342,45,6196,1,105,30,6,6,44,8,0,9,37,-15,101,3283,144,0,125,1,6,7
19736,2009,3109488,6342,46,6196,1,105,30,6,6,44,8,0,9,33,-21,86,3853,152,0,140,1,6,6
20445,2010,3109488,6342,47,6196,1,105,30,6,5,44,8,0,9,37,-14,65,2879,142,0,111,1,6,6
20703,2011,3109488,6342,48,6196,1,105,30,6,6,44,8,0,9,38,-17,86,4201,135,0,150,1,6,6
21937,2012,3109488,6342,49,6196,1,105,30,7,6,44,8,0,9,41,-11,95,3234,145,0,122,2,6,6
22567,2013,3109488,6342,50,6196,1,105,30,7,6,44,8,0,9,35,-16,107,3462,138,0,143,2,7,6
23029,2014,3109488,6342,51,6196,1,105,30,7,6,44,8,0,9,35,-23,94,3215,140,0,142,2,7,7
24096,2015,3109488,6342,52,6196,1,105,30,7,6,107,8,0,9,35,-20,72,3707,145,0,139,2,7,7
25141,2016,3109488,6342,53,6196,1,105,30,7,6,44,8,0,9,37,-15,83,3460,143,0,141,2,7,7
25326,2017,3109488,6342,54,6196,1,105,30,7,6,44,8,0,9,34,-14,80,3741,139,0,133,2,7,7
9600,1996,3109518,7260,35,6226,1,104,30,7,7,44,8,0,9,33,-20,97,3873,146,0,135,0,7,7
10181,1997,3109518,7260,36,6226,1,104,30,7,7,44,8,0,9,35,-19,105,3546,145,0,119,0,7,7
10575,1998,3109518,7260,37,6226,1,104,30,6,7,44,8,0,9,35,-12,81,3669,149,0,118,0,7,7
11621,1999,3109518,7260,38,6226,1,104,30,6,7,44,8,0,9,38,-23,90,2588,151,0,95,0,6,7
12087,2000,3109518,7260,39,6226,1,104,30,7,7,44,8,0,9,33,-16,84,3222,139,0,109,1,6,6
12852,2001,3109518,7260,40,6226,1,104,30,7,7,44,8,0,9,35,-12,90,3337,134,0,119,1,7,6
13999,2002,3109518,7260,41,6226,1,104,30,7,7,44,8,0,9,38,-11,98,3609,140,0,133,1,7,7
14338,2003,3109518,7260,42,6226,1,104,30,7,7,44,8,0,9,34,-15,87,3823,147,0,148,1,7,7
15694,2004,3109518,7260,43,6226,1,104,30,7,7,44,8,0,9,33,-24,79,3961,144,0,156,1,7,7
16157,2005,3109518,7260,44,6226,1,104,30,7,7,44,8,0,9,38,-14,94,3472,156,0,139,1,7,7
17231,2006,3109518,7260,45,6226,1,104,30,7,7,44,8,0,9,37,-13,100,3950,144,0,132,1,7,7
17658,2007,3109518,7260,46,6226,1,104,30,6,6,44,8,0,9,38,-23,90,2953,145,0,120,1,7,7
18733,2008,3109518,7260,47,6226,1,104,30,6,6,44,8,0,9,37,-15,101,3283,144,0,125,1,6,7
19737,2009,3109518,7260,48,6226,1,104,30,6,6,44,8,0,9,33,-21,86,3853,152,0,140,1,6,6
20298,2010,3109518,7260,49,6226,1,104,30,6,6,44,8,0,9,37,-14,65,2879,142,0,111,1,6,6
20704,2011,3109518,7260,50,6226,1,104,30,6,6,44,8,0,9,38,-17,86,4201,135,0,150,1,6,6
21938,2012,3109518,7260,51,6226,1,104,30,7,6,44,8,0,9,41,-11,95,3234,145,0,122,2,6,6
22568,2013,3109518,7260,52,6226,1,104,30,7,7,44,8,0,9,35,-16,107,3462,138,0,143,2,7,6
23030,2014,3109518,7260,53,6226,1,104,30,7,7,44,8,0,9,35,-23,94,3215,140,0,142,2,7,7
24183,2015,3109518,7260,54,6226,1,104,30,7,7,107,8,0,9,35,-20,72,3707,145,0,139,2,7,7
25206,2016,3109518,7260,55,6226,1,104,30,7,7,44,8,0,9,37,-15,83,3460,143,0,141,2,7,7
25327,2017,3109518,7260,56,6226,1,104,30,7,7,44,8,0,9,34,-14,80,3741,139,0,133,2,7,7
9601,1996,3109550,156660,35,21699,1,60,146,7,5,44,8,0,9,33,-20,97,3873,146,0,135,0,7,7
10182,1997,3109550,156660,36,21699,1,60,146,7,5,44,8,0,9,35,-19,105,3546,145,0,119,0,7,7
10576,1998,3109550,156660,37,21699,1,60,146,7,6,44,8,0,9,35,-12,81,3669,149,0,118,0,7,7
11622,1999,3109550,156660,38,21699,1,60,146,7,6,44,8,0,9,38,-23,90,2588,151,0,95,0,7,7
12088,2000,3109550,156660,39,21699,1,60,146,7,6,44,8,0,9,33,-16,84,3222,139,0,109,0,7,7
12900,2001,3109550,156660,40,21699,1,60,146,7,6,44,8,0,9,35,-12,90,3337,134,0,119,0,7,7
14000,2002,3109550,156660,41,21699,1,60,146,7,6,44,8,0,9,38,-11,98,3609,140,0,133,0,7,7
14339,2003,3109550,165300,42,21699,1,60,146,7,6,44,8,0,9,34,-15,87,3823,147,0,148,0,7,7
15562,2004,3109550,165300,43,21699,1,60,146,7,7,44,8,0,9,33,-24,79,3961,144,0,156,0,7,7
16158,2005,3109550,165300,44,21699,1,60,146,7,6,44,8,0,9,38,-14,94,3472,156,0,139,0,7,7
17237,2006,3109550,165300,45,21699,1,60,146,7,6,44,8,0,9,37,-13,100,3950,144,0,132,0,7,7
17659,2007,3109550,162790,46,21699,1,60,146,6,6,44,8,0,9,38,-23,90,2953,145,0,120,0,7,7
18734,2008,3109550,162790,47,21699,1,60,146,6,6,44,8,0,9,37,-15,101,3283,144,0,125,0,6,7
19738,2009,3109550,162790,48,21699,1,60,146,6,6,44,8,0,9,33,-21,86,3853,152,0,140,0,6,6
20299,2010,3109550,162790,49,21699,1,60,146,2,6,44,8,0,9,37,-14,65,2879,142,0,111,0,6,6
20886,2011,3109550,162790,50,21699,1,60,146,6,6,44,8,0,9,38,-17,86,4201,135,0,150,1,2,6
21939,2012,3109550,180350,51,21699,1,60,146,7,7,44,8,0,9,41,-11,95,3234,145,0,122,2,6,2
22686,2013,3109550,180350,52,21699,1,60,146,7,6,44,8,0,9,35,-16,107,3462,138,0,143,2,7,6
23031,2014,3109550,180350,53,21699,1,60,146,7,6,44,8,0,9,35,-23,94,3215,140,0,142,2,7,7
23032,2014,3109569,170800,1,10156,1,89,110,8,8,110,8,1,2,35,-23,94,3215,140,0,142,0,8,8
24184,2015,3109569,170800,2,18384,1,89,200,8,8,110,8,1,2,35,-20,72,3707,145,0,139,0,8,8
25207,2016,3109569,170800,3,18384,1,89,200,8,8,107,8,1,2,37,-15,83,3460,143,0,141,0,8,8
25328,2017,3109569,140521,4,18384,1,89,200,8,8,107,8,1,2,34,-14,80,3741,139,0,133,0,8,8
26672,2018,3109569,140521,5,18384,1,89,200,8,8,107,8,1,2,35,-19,106,4242,146,0,158,0,8,8
27480,2019,3109569,140521,6,18384,1,89,200,8,8,107,8,1,2,37,-20,96,3857,139,0,146,0,8,8
28232,2020,3109569,140521,7,18384,1,89,200,8,6,50,8,1,2,36,-11,96,3905,145,0,154,0,8,8
28345,2021,3109569,140521,8,18384,1,89,200,8,6,50,8,1,1,36,-16,92,3764,139,0,145,0,8,8
9602,1996,3109577,31030,35,11413,1,102,30,7,7,44,8,1,9,33,-20,97,3873,146,0,135,0,7,7
10183,1997,3109577,31030,36,11413,1,102,30,7,7,44,8,1,9,35,-19,105,3546,145,0,119,0,7,7
10580,1998,3109577,31030,37,11413,1,102,30,6,7,44,8,1,9,35,-12,81,3669,149,0,118,0,7,7
11623,1999,3109577,31030,38,11413,1,102,30,7,7,44,8,1,9,38,-23,90,2588,151,0,95,1,6,7
12089,2000,3109577,31030,39,11413,1,102,30,6,7,44,8,1,9,33,-16,84,3222,139,0,109,1,7,6
12901,2001,3109577,31030,40,11413,1,102,30,6,7,44,8,1,9,35,-12,90,3337,134,0,119,1,6,7
14173,2002,3109577,31030,41,11413,1,102,30,7,7,44,8,1,9,38,-11,98,3609,140,0,133,2,6,6
14618,2003,3109577,31030,42,11413,1,102,30,7,7,44,8,1,9,34,-15,87,3823,147,0,148,2,7,6
15866,2004,3109577,25140,43,11413,1,102,30,7,7,44,8,1,9,33,-24,79,3961,144,0,156,2,7,7
16159,2005,3109577,169670,44,11461,1,102,30,7,7,44,8,0,9,38,-14,94,3472,156,0,139,2,7,7
17248,2006,3109577,169670,45,11461,1,102,30,7,7,44,8,0,9,37,-13,100,3950,144,0,132,2,7,7
17660,2007,3109577,162790,46,11461,1,102,30,6,6,44,8,0,9,38,-23,90,2953,145,0,120,2,7,7
18735,2008,3109577,162790,47,11461,1,102,30,6,6,44,8,0,9,37,-15,101,3283,144,0,125,2,6,7
19739,2009,3109577,162790,48,11461,1,102,30,6,6,44,8,0,9,33,-21,86,3853,152,0,140,2,6,6
20300,2010,3109577,162790,49,11461,1,102,30,6,6,44,8,0,9,37,-14,65,2879,142,0,111,2,6,6
20887,2011,3109577,162790,50,11461,1,102,30,6,6,44,8,0,9,38,-17,86,4201,135,0,150,2,6,6
21940,2012,3109577,180350,51,11461,1,102,30,6,6,44,8,0,9,41,-11,95,3234,145,0,122,2,6,6
22687,2013,3109577,180350,52,11461,1,102,30,6,6,44,8,0,9,35,-16,107,3462,138,0,143,2,6,6
23033,2014,3109577,180350,53,11461,1,102,30,6,0,44,8,0,9,35,-23,94,3215,140,0,142,2,6,6
9603,1996,3109631,8110,35,5435,1,91,30,7,5,42,8,0,9,33,-20,97,3873,146,0,135,0,7,7
10184,1997,3109631,8110,36,5435,1,91,30,7,5,42,8,0,9,35,-19,105,3546,145,0,119,0,7,7
10581,1998,3109631,8110,37,5435,1,91,30,7,5,42,8,0,9,35,-12,81,3669,149,0,118,0,7,7
11546,1999,3109631,8110,38,5435,1,91,30,7,5,42,8,0,9,38,-23,90,2588,151,0,95,0,7,7
12105,2000,3109631,8110,39,5435,1,91,30,7,5,42,8,0,9,33,-16,84,3222,139,0,109,0,7,7
12794,2001,3109631,8110,40,5435,1,91,30,7,5,42,8,0,9,35,-12,90,3337,134,0,119,0,7,7
13778,2002,3109631,8110,41,5435,1,91,30,7,5,42,8,0,9,38,-11,98,3609,140,0,133,0,7,7
14626,2003,3109631,8110,42,5435,1,91,30,7,5,42,8,0,9,34,-15,87,3823,147,0,148,0,7,7
15840,2004,3109631,11308,43,5435,1,91,30,7,5,42,8,0,9,33,-24,79,3961,144,0,156,0,7,7
16165,2005,3109631,11308,44,5435,1,91,30,7,5,42,8,0,9,38,-14,94,3472,156,0,139,0,7,7
17249,2006,3109631,11308,45,5435,1,91,30,7,5,42,8,0,9,37,-13,100,3950,144,0,132,0,7,7
17661,2007,3109631,11308,46,5435,1,91,30,6,5,42,8,0,9,38,-23,90,2953,145,0,120,0,7,7
18736,2008,3109631,11308,47,5435,1,91,30,6,5,42,8,0,9,37,-15,101,3283,144,0,125,0,6,7
19740,2009,3109631,11308,48,5435,1,91,30,6,5,42,8,0,9,33,-21,86,3853,152,0,140,0,6,6
20301,2010,3109631,11308,49,5435,1,91,30,6,5,42,8,0,9,37,-14,65,2879,142,0,111,0,6,6
20888,2011,3109631,11308,50,5435,1,91,30,6,5,42,8,0,9,38,-17,86,4201,135,0,150,0,6,6
21941,2012,3109631,11308,51,5435,1,91,30,6,5,42,8,0,9,41,-11,95,3234,145,0,122,0,6,6
22830,2013,3109631,11308,52,5435,1,91,30,6,5,42,8,0,9,35,-16,107,3462,138,0,143,0,6,6
23034,2014,3109631,11308,53,5435,1,91,30,7,5,42,8,0,9,35,-23,94,3215,140,0,142,1,6,6
9604,1996,3109666,1000,35,13781,1,88,38,7,7,44,8,0,9,33,-20,97,3873,146,0,135,0,7,7
9890,1997,3109666,1000,36,13781,1,88,38,7,7,44,8,0,9,35,-19,105,3546,145,0,119,0,7,7
10685,1998,3109666,1000,37,13781,1,88,38,7,7,44,8,0,9,35,-12,81,3669,149,0,118,0,7,7
11547,1999,3109666,1000,38,13781,1,88,38,7,7,44,8,0,9,38,-23,90,2588,151,0,95,0,7,7
12106,2000,3109666,1000,39,13781,1,88,38,7,7,44,8,0,9,33,-16,84,3222,139,0,109,0,7,7
12795,2001,3109666,1000,40,13781,1,88,38,7,7,44,8,0,9,35,-12,90,3337,134,0,119,0,7,7
13780,2002,3109666,1000,41,13781,1,88,38,7,7,44,8,0,9,38,-11,98,3609,140,0,133,0,7,7
14627,2003,3109666,1000,42,13781,1,88,38,7,7,44,8,0,9,34,-15,87,3823,147,0,148,0,7,7
15841,2004,3109666,1000,43,13781,1,88,38,7,7,44,8,0,9,33,-24,79,3961,144,0,156,0,7,7
16166,2005,3109666,1000,44,13781,1,88,38,7,7,44,8,0,9,38,-14,94,3472,156,0,139,0,7,7
17250,2006,3109666,1000,45,13781,1,88,38,7,7,44,8,0,9,37,-13,100,3950,144,0,132,0,7,7
17662,2007,3109666,1000,46,13781,1,88,38,6,6,44,8,0,9,38,-23,90,2953,145,0,120,0,7,7
18737,2008,3109666,1000,47,13781,1,88,38,6,6,44,8,0,9,37,-15,101,3283,144,0,125,0,6,7
19741,2009,3109666,1000,48,13781,1,88,38,6,6,44,8,0,9,33,-21,86,3853,152,0,140,0,6,6
20307,2010,3109666,1000,49,13781,1,88,38,6,6,44,8,0,9,37,-14,65,2879,142,0,111,0,6,6
9605,1996,3109690,100,35,9610,1,87,33,7,6,44,8,0,9,33,-20,97,3873,146,0,135,0,7,7
9891,1997,3109690,100,36,9610,1,87,33,7,6,44,8,0,9,35,-19,105,3546,145,0,119,0,7,7
10686,1998,3109690,100,37,9610,1,87,33,7,6,44,8,0,9,35,-12,81,3669,149,0,118,0,7,7
11548,1999,3109690,100,38,9610,1,87,33,6,6,44,8,0,9,38,-23,90,2588,151,0,95,0,7,7
12107,2000,3109690,100,39,9610,1,87,33,6,6,44,8,0,9,33,-16,84,3222,139,0,109,0,6,7
12796,2001,3109690,100,40,9610,1,87,33,5,6,44,8,0,9,35,-12,90,3337,134,0,119,0,6,6
13781,2002,3109690,100,41,9610,1,87,33,6,6,44,8,0,9,38,-11,98,3609,140,0,133,1,5,6
14628,2003,3109690,100,42,9610,1,87,33,6,6,44,8,0,9,34,-15,87,3823,147,0,148,1,6,5
15859,2004,3109690,100,43,9610,1,87,33,5,6,44,8,0,9,33,-24,79,3961,144,0,156,1,6,6
16167,2005,3109690,100,44,9610,1,87,33,5,6,44,8,0,9,38,-14,94,3472,156,0,139,1,5,6
17251,2006,3109690,100,45,9610,1,87,33,6,6,44,8,0,9,37,-13,100,3950,144,0,132,2,5,5
17551,2007,3109690,100,46,9610,1,87,33,5,6,44,8,0,9,38,-23,90,2953,145,0,120,2,6,5
18901,2008,3109690,100,47,9610,1,87,33,4,6,44,8,0,9,37,-15,101,3283,144,0,125,2,5,6
19742,2009,3109690,100,48,9610,1,87,33,4,6,44,8,0,9,33,-21,86,3853,152,0,140,2,4,5
20308,2010,3109690,100,49,9610,1,87,33,4,6,44,8,0,9,37,-14,65,2879,142,0,111,2,4,4
20889,2011,3109704,0,1,24935,1,160,59,9,8,44,8,1,2,38,-17,86,4201,135,0,150,0,9,9
21942,2012,3109704,0,2,24935,1,160,59,9,8,44,8,1,2,41,-11,95,3234,145,0,122,0,9,9
22831,2013,3109704,0,3,24935,1,160,59,9,8,44,8,1,2,35,-16,107,3462,138,0,143,0,9,9
23035,2014,3109704,0,4,24935,1,160,59,9,8,44,8,1,2,35,-23,94,3215,140,0,142,0,9,9
24185,2015,3109704,0,5,24935,1,160,59,9,9,107,8,1,2,35,-20,72,3707,145,0,139,0,9,9
25208,2016,3109704,0,6,24935,1,160,59,8,8,44,8,1,2,37,-15,83,3460,143,0,141,0,9,9
25329,2017,3109704,0,7,24935,1,160,59,8,8,44,8,1,2,34,-14,80,3741,139,0,133,0,8,9
26673,2018,3109704,0,8,24935,1,160,59,8,8,44,8,1,2,35,-19,106,4242,146,0,158,0,8,8
27481,2019,3109704,0,9,24935,1,160,59,8,8,44,8,1,2,37,-20,96,3857,139,0,146,0,8,8
28233,2020,3109704,0,10,24935,1,160,59,8,8,44,8,1,2,36,-11,96,3905,145,0,154,0,8,8
28346,2021,3109704,100,11,24935,1,160,59,8,8,46,8,1,1,36,-16,92,3764,139,0,145,0,8,8
9606,1996,3109755,137495,31,19339,1,68,97,6,6,44,8,0,9,33,-20,97,3873,146,0,135,0,6,6
9896,1997,3109755,140923,32,19339,1,68,97,6,6,44,8,0,9,35,-19,105,3546,145,0,119,0,6,6
10687,1998,3109755,140923,33,19339,1,68,97,6,7,44,8,0,9,35,-12,81,3669,149,0,118,0,6,6
11549,1999,3109755,140923,34,19339,1,68,97,6,6,44,8,0,9,38,-23,90,2588,151,0,95,0,6,6
12108,2000,3109755,140923,35,19339,1,68,97,7,7,44,8,0,9,33,-16,84,3222,139,0,109,1,6,6
12797,2001,3109755,140923,36,19339,1,68,97,7,7,44,8,0,9,35,-12,90,3337,134,0,119,1,7,6
13782,2002,3109755,140923,37,19339,1,68,97,7,7,44,8,0,9,38,-11,98,3609,140,0,133,1,7,7
14659,2003,3109755,140923,38,19339,1,68,97,7,7,44,8,0,9,34,-15,87,3823,147,0,148,1,7,7
15860,2004,3109755,140923,39,19339,1,68,97,7,7,44,8,0,9,33,-24,79,3961,144,0,156,1,7,7
16168,2005,3109755,140923,40,19339,1,68,97,7,7,44,8,0,9,38,-14,94,3472,156,0,139,1,7,7
17261,2006,3109755,155108,41,19339,1,68,97,7,7,44,8,0,9,37,-13,100,3950,144,0,132,1,7,7
17552,2007,3109755,155237,42,19339,1,68,97,6,6,44,8,0,9,38,-23,90,2953,145,0,120,1,7,7
18902,2008,3109755,155237,43,19339,1,68,97,6,6,44,8,0,9,37,-15,101,3283,144,0,125,1,6,7
19352,2009,3109755,155237,44,19339,1,68,97,6,6,44,8,0,9,33,-21,86,3853,152,0,140,1,6,6
20309,2010,3109755,155237,45,19339,1,68,97,6,7,44,8,0,9,37,-14,65,2879,142,0,111,1,6,6
20938,2011,3109755,155237,46,19339,1,68,97,6,7,44,8,0,9,38,-17,86,4201,135,0,150,1,6,6
21943,2012,3109755,150236,47,19339,1,68,97,6,7,44,8,0,9,41,-11,95,3234,145,0,122,1,6,6
22832,2013,3109755,150236,48,19339,1,68,97,6,7,44,8,0,9,35,-16,107,3462,138,0,143,1,6,6
23036,2014,3109755,150236,49,19339,1,68,97,6,6,44,8,0,9,35,-23,94,3215,140,0,142,1,6,6
24186,2015,3109755,150236,50,19339,1,68,97,6,6,44,8,0,9,35,-20,72,3707,145,0,139,1,6,6
25209,2016,3109755,150236,51,19339,1,68,97,6,6,44,8,0,9,37,-15,83,3460,143,0,141,1,6,6
25330,2017,3109755,98618,52,22475,1,68,112,6,6,44,8,0,9,34,-14,80,3741,139,0,133,1,6,6
9607,1996,3109798,88950,24,6486,1,64,30,7,6,44,8,0,2,33,-20,97,3873,146,0,135,0,7,7
9897,1997,3109798,88950,25,6486,1,64,30,7,7,44,8,0,2,35,-19,105,3546,145,0,119,0,7,7
10660,1998,3109798,88950,26,6486,1,64,30,7,7,44,8,0,2,35,-12,81,3669,149,0,118,0,7,7
11645,1999,3109798,88950,27,6486,1,64,30,7,7,44,8,0,2,38,-23,90,2588,151,0,95,0,7,7
12109,2000,3109798,88950,28,6486,1,64,30,7,7,44,8,0,2,33,-16,84,3222,139,0,109,0,7,7
12798,2001,3109798,88950,29,6486,1,64,30,7,7,44,8,0,2,35,-12,90,3337,134,0,119,0,7,7
13774,2002,3109798,88950,30,25291,1,109,30,7,7,44,8,0,2,38,-11,98,3609,140,0,133,0,7,7
14660,2003,3109798,84860,31,25291,1,109,30,7,7,44,8,0,2,34,-15,87,3823,147,0,148,0,7,7
15861,2004,3109798,84860,32,25291,1,109,30,7,7,44,8,0,2,33,-24,79,3961,144,0,156,0,7,7
16169,2005,3109798,84860,33,25291,1,109,30,7,7,44,8,0,2,38,-14,94,3472,156,0,139,0,7,7
17262,2006,3109798,84860,34,25291,1,109,30,7,7,44,8,0,2,37,-13,100,3950,144,0,132,0,7,7
17553,2007,3109798,84860,35,25291,1,109,30,7,6,44,8,0,2,38,-23,90,2953,145,0,120,0,7,7
18903,2008,3109798,84860,36,25291,1,109,30,6,5,44,8,0,2,37,-15,101,3283,144,0,125,0,7,7
19353,2009,3109798,84860,37,25291,1,109,30,6,4,44,8,0,2,33,-21,86,3853,152,0,140,0,6,7
20310,2010,3109798,84860,38,25291,1,109,30,6,4,44,8,0,2,37,-14,65,2879,142,0,111,0,6,6
20939,2011,3109798,84860,39,25291,1,109,30,6,5,44,8,0,2,38,-17,86,4201,135,0,150,0,6,6
21944,2012,3109798,84860,40,25291,1,109,30,6,5,44,8,0,2,41,-11,95,3234,145,0,122,0,6,6
22833,2013,3109798,84860,41,25291,1,109,30,6,5,110,8,0,2,35,-16,107,3462,138,0,143,0,6,6
23037,2014,3109798,84860,42,25291,1,109,30,6,5,110,8,0,2,35,-23,94,3215,140,0,142,0,6,6
24187,2015,3109798,84860,43,25291,1,109,30,6,5,110,8,0,2,35,-20,72,3707,145,0,139,0,6,6
24688,2016,3109798,84860,44,25291,1,109,30,6,5,107,8,0,2,37,-15,83,3460,143,0,141,0,6,6
25331,2017,3109798,84860,45,25291,1,109,30,6,5,107,8,0,2,34,-14,80,3741,139,0,133,0,6,6
9608,1996,3109879,137495,39,17491,1,64,97,7,7,44,8,0,9,33,-20,97,3873,146,0,135,0,7,7
9898,1997,3109879,134213,40,17491,1,64,97,6,7,44,8,0,9,35,-19,105,3546,145,0,119,0,7,7
10661,1998,3109879,134213,41,17491,1,64,97,6,7,44,8,0,9,35,-12,81,3669,149,0,118,0,6,7
11647,1999,3109879,134213,42,17491,1,64,97,7,7,44,8,0,9,38,-23,90,2588,151,0,95,1,6,6
12110,2000,3109879,134213,43,17491,1,64,97,7,7,44,8,0,9,33,-16,84,3222,139,0,109,1,7,6
12799,2001,3109879,134213,44,17491,1,64,97,7,7,44,8,0,9,35,-12,90,3337,134,0,119,1,7,7
13775,2002,3109879,134213,45,17491,1,64,97,7,7,44,8,0,9,38,-11,98,3609,140,0,133,1,7,7
14661,2003,3109879,133610,46,17491,1,64,97,7,7,44,8,0,9,34,-15,87,3823,147,0,148,1,7,7
15830,2004,3109879,133610,47,17491,1,64,97,7,7,44,8,0,9,33,-24,79,3961,144,0,156,1,7,7
16175,2005,3109879,133610,48,17491,1,64,97,7,7,44,8,0,9,38,-14,94,3472,156,0,139,1,7,7
17263,2006,3109879,133610,49,17491,1,64,97,7,7,44,8,0,9,37,-13,100,3950,144,0,132,1,7,7
17554,2007,3109879,150740,50,17491,1,64,97,6,6,44,8,0,9,38,-23,90,2953,145,0,120,1,7,7
18904,2008,3109879,150740,51,17491,1,64,97,6,5,44,8,0,9,37,-15,101,3283,144,0,125,1,6,7
19354,2009,3109879,150740,52,17491,1,64,97,6,6,44,8,0,9,33,-21,86,3853,152,0,140,1,6,6
20311,2010,3109879,150740,53,17491,1,64,97,6,7,44,8,0,9,37,-14,65,2879,142,0,111,1,6,6
20940,2011,3109879,150740,54,17491,1,64,97,6,6,44,8,0,9,38,-17,86,4201,135,0,150,1,6,6
21945,2012,3109879,139590,55,17491,1,64,97,6,6,44,8,0,9,41,-11,95,3234,145,0,122,1,6,6
22834,2013,3109879,139590,56,17491,1,64,97,6,6,44,8,0,9,35,-16,107,3462,138,0,143,1,6,6
23038,2014,3109879,139590,57,17491,1,64,97,6,6,44,8,0,9,35,-23,94,3215,140,0,142,1,6,6
23039,2014,3109887,165000,1,34763,1,94,166,7,7,107,8,1,2,35,-23,94,3215,140,0,142,0,7,7
24188,2015,3109887,165000,2,34763,1,94,166,8,8,107,8,1,2,35,-20,72,3707,145,0,139,1,7,7
24689,2016,3109887,165000,3,34763,1,94,166,8,8,90,8,1,2,37,-15,83,3460,143,0,141,1,8,7
25349,2017,3109887,129511,4,34763,1,94,166,8,8,90,8,1,2,34,-14,80,3741,139,0,133,1,8,8
