,Year,Structure Number,Avg Daily Traffic,Age,Deck Area,Structure Type,Max Span Length,Deck Width,Deck Rating,Str Evl Apr,Operating Rating (Tons),District,108C - Deck Protection Code,Wrng Surf Type Code,Maximum Temperature,Minimum Temperature,Number of Freeze-Thaw Cycles,Time of Wetness,Prevailing Wind Direction,Mean Wind Speed,Number of Days with Measurable Precipitation,Maintenance Count,Previous Record 1,Previous Record 2
17844,2007,3160130,3000,9,13248,1,95,44,8,8,44,8,1,2,38,-23,90,2953,145,0,120,0,8,8
18363,2008,3160130,3000,10,13248,1,95,44,7,8,44,8,1,2,37,-15,101,3283,144,0,125,0,8,8
19767,2009,3160130,3000,11,13248,1,95,44,7,8,44,8,1,2,33,-21,86,3853,152,0,140,0,7,8
19843,2010,3160130,3000,12,13248,1,95,44,7,8,44,8,1,2,37,-14,65,2879,142,0,111,0,7,7
20741,2011,3160130,3000,13,13248,1,95,44,7,8,80,8,1,2,38,-17,86,4201,135,0,150,0,7,7
21779,2012,3160130,3000,14,13248,1,95,44,7,8,80,8,1,2,41,-11,95,3234,145,0,122,0,7,7
22894,2013,3160130,3000,15,13248,1,95,44,7,8,80,8,1,2,35,-16,107,3462,138,0,143,0,7,7
23619,2014,3160130,3000,16,13248,1,95,44,7,8,80,8,1,2,35,-23,94,3215,140,0,142,0,7,7
24298,2015,3160130,3000,17,13248,1,95,44,7,8,107,8,1,2,35,-20,72,3707,145,0,139,0,7,7
24755,2016,3160130,3000,18,13248,1,95,44,7,8,80,8,1,2,37,-15,83,3460,143,0,141,0,7,7
25841,2017,3160130,10316,19,13248,1,95,44,7,8,80,8,1,2,34,-14,80,3741,139,0,133,0,7,7
26731,2018,3160130,10316,20,13248,1,95,44,7,7,80,8,1,2,35,-19,106,4242,146,0,158,0,7,7
27464,2019,3160130,10316,21,13248,1,95,44,7,7,80,8,1,2,37,-20,96,3857,139,0,146,0,7,7
28122,2020,3160130,10316,22,13248,1,95,44,7,7,76,8,1,2,36,-11,96,3905,145,0,154,0,7,7
28936,2021,3160130,10316,23,13248,1,95,44,7,7,75,8,1,1,36,-16,92,3764,139,0,145,0,7,7
20742,2011,3160270,515,2,3076,1,86,33,9,8,91,8,1,2,38,-17,86,4201,135,0,150,0,9,9
21781,2012,3160270,515,3,3076,1,86,33,9,8,91,8,1,2,41,-11,95,3234,145,0,122,0,9,9
22895,2013,3160270,515,4,3076,1,86,33,9,8,91,8,1,2,35,-16,107,3462,138,0,143,0,9,9
23620,2014,3160270,515,5,3076,1,86,33,9,8,91,8,1,2,35,-23,94,3215,140,0,142,0,9,9
24299,2015,3160270,515,6,3076,1,86,33,8,8,107,8,1,2,35,-20,72,3707,145,0,139,0,9,9
24962,2016,3160270,515,7,3076,1,86,33,8,8,74,8,1,2,37,-15,83,3460,143,0,141,0,8,9
25842,2017,3160270,4917,8,3076,1,86,33,8,8,91,8,1,2,34,-14,80,3741,139,0,133,0,8,8
26208,2018,3160270,4917,9,3076,1,86,33,8,7,91,8,1,2,35,-19,106,4242,146,0,158,0,8,8
27465,2019,3160270,4917,10,3076,1,86,33,8,7,70,8,1,2,37,-20,96,3857,139,0,146,0,8,8
28123,2020,3160270,4917,11,3076,1,86,33,8,7,73,8,1,2,36,-11,96,3905,145,0,154,0,8,8
28969,2021,3160270,1000,12,3107,1,86,33,8,7,75,8,1,1,36,-16,92,3764,139,0,145,0,8,8
12859,2001,3160432,2000,2,3705,1,96,37,9,8,44,8,1,2,35,-12,90,3337,134,0,119,0,9,9
14136,2002,3160432,2000,3,3705,1,96,37,9,8,44,8,1,2,38,-11,98,3609,140,0,133,0,9,9
14793,2003,3160432,2000,4,3705,1,96,37,9,8,44,8,1,2,34,-15,87,3823,147,0,148,0,9,9
15170,2004,3160432,2000,5,3705,1,96,37,9,8,44,8,1,2,33,-24,79,3961,144,0,156,0,9,9
16095,2005,3160432,2000,6,3705,1,96,37,9,8,44,8,1,2,38,-14,94,3472,156,0,139,0,9,9
16964,2006,3160432,2000,7,3705,1,96,37,7,8,44,8,1,2,37,-13,100,3950,144,0,132,0,9,9
17846,2007,3160432,2000,8,3705,1,96,37,7,8,44,8,1,2,38,-23,90,2953,145,0,120,0,7,9
18402,2008,3160432,2000,9,3705,1,96,37,7,8,44,8,1,2,37,-15,101,3283,144,0,125,0,7,7
19769,2009,3160432,2000,10,3705,1,96,37,7,8,44,8,1,2,33,-21,86,3853,152,0,140,0,7,7
19845,2010,3160432,2000,11,3705,1,96,37,7,8,44,8,1,2,37,-14,65,2879,142,0,111,0,7,7
20744,2011,3160432,2000,12,3705,1,96,37,7,8,44,8,1,2,38,-17,86,4201,135,0,150,0,7,7
21700,2012,3160432,2000,13,3705,1,96,37,7,8,110,8,1,2,41,-11,95,3234,145,0,122,0,7,7
22898,2013,3160432,2000,14,3705,1,96,37,7,8,110,8,1,2,35,-16,107,3462,138,0,143,0,7,7
23622,2014,3160432,2000,15,3705,1,96,37,7,8,110,8,1,2,35,-23,94,3215,140,0,142,0,7,7
24301,2015,3160432,2000,16,3705,1,96,37,7,8,110,8,1,2,35,-20,72,3707,145,0,139,0,7,7
24963,2016,3160432,2000,17,3705,1,96,37,7,8,107,8,1,2,37,-15,83,3460,143,0,141,0,7,7
25843,2017,3160432,2000,18,3705,1,96,37,7,8,107,8,1,2,34,-14,80,3741,139,0,133,0,7,7
26209,2018,3160432,2000,19,3705,1,96,37,8,8,107,8,1,2,35,-19,106,4242,146,0,158,1,7,7
27466,2019,3160432,2000,20,3705,1,96,37,8,8,107,8,1,2,37,-20,96,3857,139,0,146,1,8,7
28124,2020,3160432,2000,21,3705,1,96,37,8,8,94,8,1,2,36,-11,96,3905,145,0,154,1,8,8
28971,2021,3160432,2000,22,3705,1,96,37,8,8,92,8,1,1,36,-16,92,3764,139,0,145,1,8,8
10130,1997,3160440,33600,38,14356,1,78,84,6,6,44,8,0,3,35,-19,105,3546,145,0,119,0,6,6
10571,1998,3160440,33600,39,14356,1,78,84,6,6,44,8,0,3,35,-12,81,3669,149,0,118,0,6,6
11791,1999,3160440,33600,40,14356,1,78,84,6,6,44,8,0,3,38,-23,90,2588,151,0,95,0,6,6
12676,2000,3160440,40668,41,14356,1,78,84,6,6,44,8,0,3,33,-16,84,3222,139,0,109,0,6,6
12860,2001,3160440,40668,42,14356,1,78,84,6,6,44,8,0,3,35,-12,90,3337,134,0,119,0,6,6
14137,2002,3160440,40668,43,14356,1,78,84,6,6,44,8,0,3,38,-11,98,3609,140,0,133,0,6,6
14794,2003,3160440,40668,44,14356,1,78,84,6,6,44,8,0,3,34,-15,87,3823,147,0,148,0,6,6
15260,2004,3160440,40668,45,14356,1,78,84,6,6,44,8,0,3,33,-24,79,3961,144,0,156,0,6,6
16096,2005,3160440,40668,46,14356,1,78,84,6,6,44,8,0,3,38,-14,94,3472,156,0,139,0,6,6
16965,2006,3160440,40668,47,14356,1,78,84,6,6,44,8,0,3,37,-13,100,3950,144,0,132,0,6,6
17605,2007,3160440,40668,48,14356,1,78,84,6,6,44,8,0,3,38,-23,90,2953,145,0,120,0,6,6
18403,2008,3160440,40668,49,14356,1,78,84,6,6,44,8,0,3,37,-15,101,3283,144,0,125,0,6,6
19770,2009,3160440,40668,50,14356,1,78,84,6,6,44,8,0,3,33,-21,86,3853,152,0,140,0,6,6
19846,2010,3160440,40668,51,14356,1,78,84,6,6,44,8,0,3,37,-14,65,2879,142,0,111,0,6,6
20745,2011,3160440,40668,52,14356,1,78,84,6,6,44,8,0,3,38,-17,86,4201,135,0,150,0,6,6
21701,2012,3160440,40668,53,14356,1,78,84,7,6,79,8,0,3,41,-11,95,3234,145,0,122,1,6,6
22208,2013,3160440,40668,54,14356,1,78,84,7,6,79,8,0,3,35,-16,107,3462,138,0,143,1,7,6
23623,2014,3160440,40668,55,14356,1,78,84,7,6,79,8,0,3,35,-23,94,3215,140,0,142,1,7,7
24302,2015,3160440,40668,56,14356,1,78,84,7,6,107,8,0,3,35,-20,72,3707,145,0,139,1,7,7
24964,2016,3160440,40668,57,14356,1,78,84,6,6,79,8,0,3,37,-15,83,3460,143,0,141,1,7,7
25844,2017,3160440,35398,58,14356,1,78,84,6,6,79,8,0,3,34,-14,80,3741,139,0,133,1,6,7
5947,1991,3160556,10370,60,2552,9,44,50,9,6,59,8,1,2,36,-16,101,3661,140,0,139,0,9,9
6552,1992,3160556,10370,61,2552,9,44,50,8,6,59,8,1,2,31,-17,102,3885,150,0,137,0,9,9
7145,1993,3160556,8800,62,2552,9,44,50,8,6,36,8,1,2,36,-16,102,3597,146,0,142,0,8,9
7699,1994,3160556,8800,63,2552,9,44,50,8,6,36,8,1,2,34,-27,94,3349,148,0,123,0,8,8
9008,1995,3160556,8800,64,2552,9,44,50,8,6,36,8,1,2,36,-19,90,3132,148,0,127,0,8,8
9566,1996,3160556,8800,65,2552,9,44,50,8,6,36,8,1,2,33,-20,97,3873,146,0,135,0,8,8
9842,1997,3160556,8800,66,2552,9,44,50,8,6,36,8,1,2,35,-19,105,3546,145,0,119,0,8,8
10577,1998,3160556,8800,67,2552,9,44,50,8,6,36,8,1,2,35,-12,81,3669,149,0,118,0,8,8
11792,1999,3160556,8800,68,2552,1,44,50,8,6,36,8,1,2,38,-23,90,2588,151,0,95,0,8,8
12677,2000,3160556,8800,69,2552,1,44,50,8,8,44,8,1,2,33,-16,84,3222,139,0,109,0,8,8
12861,2001,3160556,8800,70,2552,1,44,50,8,8,44,8,1,2,35,-12,90,3337,134,0,119,0,8,8
14138,2002,3160556,8800,71,2552,1,44,50,8,8,44,8,1,2,38,-11,98,3609,140,0,133,0,8,8
14937,2003,3160556,8800,72,2552,1,44,50,8,8,44,8,1,2,34,-15,87,3823,147,0,148,0,8,8
15262,2004,3160556,8800,73,2552,1,44,50,8,8,44,8,1,2,33,-24,79,3961,144,0,156,0,8,8
16097,2005,3160556,8800,74,2552,1,44,50,8,8,44,8,1,2,38,-14,94,3472,156,0,139,0,8,8
16966,2006,3160556,8800,75,2552,1,44,50,8,8,44,8,1,2,37,-13,100,3950,144,0,132,0,8,8
17606,2007,3160556,8800,76,2552,1,44,50,8,8,44,8,1,2,38,-23,90,2953,145,0,120,0,8,8
18404,2008,3160556,8800,77,2552,1,44,50,8,8,44,8,1,2,37,-15,101,3283,144,0,125,0,8,8
19771,2009,3160556,8800,78,2552,1,44,50,8,8,44,8,1,2,33,-21,86,3853,152,0,140,0,8,8
19847,2010,3160556,8800,79,2552,1,44,50,8,8,44,8,1,2,37,-14,65,2879,142,0,111,0,8,8
20746,2011,3160556,8800,80,2552,1,44,50,8,8,44,8,1,2,38,-17,86,4201,135,0,150,0,8,8
21702,2012,3160556,8800,81,2552,1,44,50,8,8,102,8,1,2,41,-11,95,3234,145,0,122,0,8,8
22209,2013,3160556,8800,82,2552,1,44,50,8,7,102,8,1,2,35,-16,107,3462,138,0,143,0,8,8
23624,2014,3160556,8800,83,2552,1,44,50,8,7,102,8,1,2,35,-23,94,3215,140,0,142,0,8,8
24303,2015,3160556,8800,84,2552,1,44,50,8,7,107,8,1,2,35,-20,72,3707,145,0,139,0,8,8
24965,2016,3160556,8800,85,2552,1,44,50,7,7,102,8,1,2,37,-15,83,3460,143,0,141,0,8,8
25845,2017,3160556,10316,86,2552,1,44,50,8,7,102,8,1,2,34,-14,80,3741,139,0,133,1,7,8
26211,2018,3160556,10316,87,2552,1,44,50,8,7,102,8,1,2,35,-19,106,4242,146,0,158,1,8,7
27468,2019,3160556,10316,88,2552,1,44,50,8,7,102,8,1,2,37,-20,96,3857,139,0,146,1,8,8
28142,2020,3160556,10316,89,2552,1,44,50,8,7,102,8,1,2,36,-11,96,3905,145,0,154,1,8,8
28973,2021,3160556,10316,90,2552,1,44,50,8,7,103,8,1,1,36,-16,92,3764,139,0,145,1,8,8
18405,2008,3160602,11200,7,2150,1,27,74,8,7,44,8,1,2,37,-15,101,3283,144,0,125,0,8,8
19772,2009,3160602,11200,8,2150,1,27,74,8,7,44,8,1,2,33,-21,86,3853,152,0,140,0,8,8
19848,2010,3160602,11200,9,2150,1,27,74,8,7,44,8,1,2,37,-14,65,2879,142,0,111,0,8,8
20747,2011,3160602,11200,10,2150,1,27,74,8,7,44,8,1,2,38,-17,86,4201,135,0,150,0,8,8
21703,2012,3160602,11200,11,2150,1,27,74,8,7,110,8,1,2,41,-11,95,3234,145,0,122,0,8,8
22210,2013,3160602,11200,12,2150,1,27,74,8,7,110,8,1,2,35,-16,107,3462,138,0,143,0,8,8
23131,2014,3160602,11200,13,2150,1,27,74,8,7,110,8,1,2,35,-23,94,3215,140,0,142,0,8,8
24304,2015,3160602,11200,14,2150,1,27,74,8,7,110,8,1,2,35,-20,72,3707,145,0,139,0,8,8
24966,2016,3160602,11200,15,2541,1,32,74,8,7,107,8,1,2,37,-15,83,3460,143,0,141,0,8,8
25846,2017,3160602,5791,16,2541,1,32,74,8,7,107,8,1,2,34,-14,80,3741,139,0,133,0,8,8
26212,2018,3160602,5791,17,2541,1,32,74,8,7,107,8,1,2,35,-19,106,4242,146,0,158,0,8,8
27469,2019,3160602,5791,18,2541,1,32,74,8,6,107,8,1,2,37,-20,96,3857,139,0,146,0,8,8
28157,2020,3160602,5791,19,2541,1,26,74,8,6,102,8,1,2,36,-11,96,3905,145,0,154,0,8,8
28974,2021,3160602,5791,20,2529,1,26,74,8,6,103,8,1,1,36,-16,92,3764,139,0,145,0,8,8
9843,1997,3160610,1150,44,6119,1,141,28,7,6,40,8,0,3,35,-19,105,3546,145,0,119,0,7,7
10578,1998,3160610,1150,45,6119,1,141,28,7,6,40,8,0,3,35,-12,81,3669,149,0,118,0,7,7
11793,1999,3160610,1150,46,6119,1,141,28,7,6,40,8,0,3,38,-23,90,2588,151,0,95,0,7,7
12678,2000,3160610,1150,47,6119,1,141,28,7,6,40,8,0,3,33,-16,84,3222,139,0,109,0,7,7
12862,2001,3160610,1150,48,6119,1,141,28,7,6,40,8,0,3,35,-12,90,3337,134,0,119,0,7,7
14143,2002,3160610,1150,49,8979,1,141,28,7,6,40,8,0,3,38,-11,98,3609,140,0,133,0,7,7
14938,2003,3160610,1150,50,8979,1,141,28,7,6,40,8,0,3,34,-15,87,3823,147,0,148,0,7,7
15263,2004,3160610,1150,51,8979,1,141,28,7,6,40,8,0,3,33,-24,79,3961,144,0,156,0,7,7
16098,2005,3160610,1150,52,8979,1,141,28,7,6,40,8,0,3,38,-14,94,3472,156,0,139,0,7,7
16967,2006,3160610,1150,53,8979,1,141,28,7,6,40,8,0,3,37,-13,100,3950,144,0,132,0,7,7
17918,2007,3160610,1150,54,8979,1,141,28,7,6,40,8,0,3,38,-23,90,2953,145,0,120,0,7,7
18406,2008,3160610,1150,55,8979,1,141,28,7,6,40,8,0,3,37,-15,101,3283,144,0,125,0,7,7
19773,2009,3160610,1150,56,8979,1,141,28,7,6,40,8,0,3,33,-21,86,3853,152,0,140,0,7,7
19849,2010,3160610,1150,57,8979,1,141,28,7,6,40,8,0,3,37,-14,65,2879,142,0,111,0,7,7
20748,2011,3160610,1150,58,8979,1,141,28,6,5,38,8,0,3,38,-17,86,4201,135,0,150,0,7,7
21704,2012,3160610,1150,59,8979,1,141,28,6,5,38,8,0,3,41,-11,95,3234,145,0,122,0,6,7
22211,2013,3160610,1150,60,8979,1,141,28,6,5,38,8,0,3,35,-16,107,3462,138,0,143,0,6,6
23132,2014,3160610,1150,61,8979,1,141,28,6,5,38,8,0,3,35,-23,94,3215,140,0,142,0,6,6
24137,2015,3160610,1150,62,7449,1,141,24,6,6,107,8,0,3,35,-20,72,3707,145,0,139,0,6,6
24967,2016,3160610,1150,63,8673,1,141,27,6,5,38,8,0,3,37,-15,83,3460,143,0,141,0,6,6
25847,2017,3160610,1150,64,8673,1,141,27,6,6,43,8,0,3,34,-14,80,3741,139,0,133,0,6,6
15992,2005,3160661,1893,4,17794,1,90,40,9,8,44,8,1,2,38,-14,94,3472,156,0,139,0,9,9
16968,2006,3160661,1893,5,17794,1,90,40,8,8,44,8,1,2,37,-13,100,3950,144,0,132,0,9,9
17717,2007,3160661,1893,6,17794,1,90,40,8,8,44,8,1,2,38,-23,90,2953,145,0,120,0,8,9
18407,2008,3160661,1893,7,17794,1,90,40,8,8,44,8,1,2,37,-15,101,3283,144,0,125,0,8,8
19774,2009,3160661,1893,8,17794,1,90,40,8,8,44,8,1,2,33,-21,86,3853,152,0,140,0,8,8
19850,2010,3160661,1893,9,17794,1,90,40,8,8,44,8,1,2,37,-14,65,2879,142,0,111,0,8,8
21369,2011,3160661,1893,10,17794,1,90,40,8,8,44,8,1,2,38,-17,86,4201,135,0,150,0,8,8
21705,2012,3160661,1893,11,17794,1,90,40,8,8,59,8,1,2,41,-11,95,3234,145,0,122,0,8,8
22212,2013,3160661,1893,12,17794,1,90,40,8,8,59,8,1,2,35,-16,107,3462,138,0,143,0,8,8
23133,2014,3160661,1893,13,17794,1,90,40,8,8,59,8,1,2,35,-23,94,3215,140,0,142,0,8,8
23788,2015,3160661,1893,14,17112,1,90,48,8,8,107,8,1,2,35,-20,72,3707,145,0,139,0,8,8
24968,2016,3160661,1893,15,17112,1,90,48,8,8,59,8,1,2,37,-15,83,3460,143,0,141,0,8,8
25848,2017,3160661,40364,16,17112,1,90,48,8,8,59,8,1,2,34,-14,80,3741,139,0,133,0,8,8
26214,2018,3160661,40364,17,22485,1,90,48,8,8,59,8,1,2,35,-19,106,4242,146,0,158,0,8,8
27471,2019,3160661,40364,18,22485,1,90,48,8,8,59,8,1,2,37,-20,96,3857,139,0,146,0,8,8
28246,2020,3160661,40364,19,22485,1,90,48,8,8,59,8,1,2,36,-11,96,3905,145,0,154,0,8,8
28407,2021,3160661,40364,20,22565,1,90,48,8,6,46,8,1,1,36,-16,92,3764,139,0,145,0,8,8
15993,2005,3160688,11928,4,27261,1,157,86,9,8,44,8,1,2,38,-14,94,3472,156,0,139,0,9,9
16969,2006,3160688,11928,5,27261,1,157,86,9,8,44,8,1,2,37,-13,100,3950,144,0,132,0,9,9
17718,2007,3160688,11928,6,27261,1,157,86,8,8,44,8,1,2,38,-23,90,2953,145,0,120,0,9,9
18408,2008,3160688,11928,7,27261,1,157,86,8,8,44,8,1,2,37,-15,101,3283,144,0,125,0,8,9
19775,2009,3160688,11928,8,27261,1,157,86,8,8,44,8,1,2,33,-21,86,3853,152,0,140,0,8,8
19851,2010,3160688,11928,9,27261,1,157,86,8,8,44,8,1,2,37,-14,65,2879,142,0,111,0,8,8
21370,2011,3160688,11928,10,27261,1,157,86,8,9,98,8,1,2,38,-17,86,4201,135,0,150,0,8,8
21706,2012,3160688,11928,11,27261,1,157,86,8,8,97,8,1,2,41,-11,95,3234,145,0,122,0,8,8
22213,2013,3160688,11928,12,27261,1,157,86,8,8,97,8,1,2,35,-16,107,3462,138,0,143,0,8,8
23134,2014,3160688,11928,13,27261,1,157,86,8,8,97,8,1,2,35,-23,94,3215,140,0,142,0,8,8
23789,2015,3160688,11928,14,29023,1,157,91,7,8,107,8,1,2,35,-20,72,3707,145,0,139,0,8,8
24969,2016,3160688,11928,15,29023,1,157,91,7,8,97,8,1,2,37,-15,83,3460,143,0,141,0,7,8
25849,2017,3160688,40364,16,29023,1,157,91,7,8,97,8,1,2,34,-14,80,3741,139,0,133,0,7,7
26215,2018,3160688,40364,17,29023,1,157,91,7,8,97,8,1,2,35,-19,106,4242,146,0,158,0,7,7
27472,2019,3160688,40364,18,29023,1,157,91,7,8,97,8,1,2,37,-20,96,3857,139,0,146,0,7,7
28247,2020,3160688,40364,19,29023,1,157,91,7,8,97,8,1,2,36,-11,96,3905,145,0,154,0,7,7
28408,2021,3160688,40364,20,29023,1,157,91,7,8,96,8,1,1,36,-16,92,3764,139,0,145,0,7,7
15994,2005,3160696,22982,4,178601,1,69,86,8,8,44,8,1,9,38,-14,94,3472,156,0,139,0,8,8
16970,2006,3160696,22982,5,178601,1,69,86,8,8,44,8,1,9,37,-13,100,3950,144,0,132,0,8,8
17719,2007,3160696,22982,6,178601,1,69,86,8,8,44,8,1,9,38,-23,90,2953,145,0,120,0,8,8
18409,2008,3160696,22982,7,178601,1,69,86,8,8,44,8,1,9,37,-15,101,3283,144,0,125,0,8,8
19776,2009,3160696,22982,8,178601,1,69,86,8,8,44,8,1,9,33,-21,86,3853,152,0,140,0,8,8
19852,2010,3160696,22982,9,178601,1,69,86,8,8,44,8,1,9,37,-14,65,2879,142,0,111,0,8,8
21371,2011,3160696,22982,10,178601,1,69,86,8,8,92,8,1,9,38,-17,86,4201,135,0,150,0,8,8
21707,2012,3160696,22982,11,178601,1,69,86,7,8,92,8,1,9,41,-11,95,3234,145,0,122,0,8,8
22214,2013,3160696,22982,12,178601,1,69,86,7,8,92,8,1,9,35,-16,107,3462,138,0,143,0,7,8
23135,2014,3160696,22982,13,178601,1,69,86,7,8,92,8,1,9,35,-23,94,3215,140,0,142,0,7,7
23790,2015,3160696,22982,14,194900,1,69,94,7,8,107,8,1,9,35,-20,72,3707,145,0,139,0,7,7
24970,2016,3160696,22982,15,194900,1,69,94,7,8,92,8,1,9,37,-15,83,3460,143,0,141,0,7,7
25850,2017,3160696,40364,16,194900,1,69,94,7,8,92,8,1,9,34,-14,80,3741,139,0,133,0,7,7
26216,2018,3160696,40364,17,194900,1,69,94,7,8,92,8,1,9,35,-19,106,4242,146,0,158,0,7,7
27473,2019,3160696,40364,18,194900,1,69,94,7,8,92,8,1,9,37,-20,96,3857,139,0,146,0,7,7
28248,2020,3160696,40364,19,194900,1,69,94,7,8,63,8,1,9,36,-11,96,3905,145,0,154,0,7,7
28409,2021,3160696,40364,20,194900,1,69,94,7,8,64,8,1,2,36,-16,92,3764,139,0,145,0,7,7
9845,1997,3160777,7000,80,30668,1,180,65,7,6,36,8,0,2,35,-19,105,3546,145,0,119,0,7,7
10620,1998,3160777,7000,81,30668,1,180,65,7,6,36,8,0,3,35,-12,81,3669,149,0,118,0,7,7
11563,1999,3160777,7000,82,30668,1,180,65,7,6,36,8,0,3,38,-23,90,2588,151,0,95,0,7,7
12680,2000,3160777,7000,83,30668,1,180,65,7,6,36,8,0,3,33,-16,84,3222,139,0,109,0,7,7
12864,2001,3160777,7000,84,30668,1,180,65,7,6,36,8,0,3,35,-12,90,3337,134,0,119,0,7,7
13965,2002,3160777,7000,85,30668,1,180,65,6,6,36,8,0,3,38,-11,98,3609,140,0,133,0,7,7
14998,2003,3160777,7000,86,30668,1,180,65,6,6,36,8,0,3,34,-15,87,3823,147,0,148,0,6,7
15297,2004,3160777,7000,87,30668,1,180,65,6,6,36,8,0,3,33,-24,79,3961,144,0,156,0,6,6
16274,2005,3160777,7000,88,30668,1,180,65,6,6,36,8,0,3,38,-14,94,3472,156,0,139,0,6,6
16972,2006,3160777,7000,89,30668,1,180,65,6,6,36,8,0,3,37,-13,100,3950,144,0,132,0,6,6
17721,2007,3160777,7000,90,30668,1,180,65,6,6,36,8,0,3,38,-23,90,2953,145,0,120,0,6,6
18431,2008,3160777,7000,91,30668,1,180,65,6,6,36,8,0,3,37,-15,101,3283,144,0,125,0,6,6
19778,2009,3160777,7000,92,30668,1,180,65,6,6,36,8,0,3,33,-21,86,3853,152,0,140,0,6,6
19854,2010,3160777,7000,93,30668,1,180,65,6,6,36,8,0,3,37,-14,65,2879,142,0,111,0,6,6
21373,2011,3160777,7000,94,30668,1,180,65,6,3,44,8,0,3,38,-17,86,4201,135,0,150,0,6,6
21710,2012,3160777,7000,95,30668,1,180,65,6,3,44,8,0,3,41,-11,95,3234,145,0,122,0,6,6
22421,2013,3160777,7000,96,30668,1,180,65,6,3,44,8,0,3,35,-16,107,3462,138,0,143,0,6,6
23049,2014,3160777,7000,97,30668,1,180,65,6,6,47,8,0,3,35,-23,94,3215,140,0,142,0,6,6
23792,2015,3160777,7000,98,23507,1,180,65,7,6,107,8,0,3,35,-20,72,3707,145,0,139,1,6,6
24895,2016,3160777,7000,99,23507,1,180,65,7,6,47,8,0,3,37,-15,83,3460,143,0,141,1,7,6
25862,2017,3160777,7967,100,23507,1,180,65,7,6,47,8,0,3,34,-14,80,3741,139,0,133,1,7,7
9846,1997,3160785,1500,32,2684,1,78,16,7,6,40,8,0,2,35,-19,105,3546,145,0,119,0,7,7
10621,1998,3160785,1500,33,2684,1,78,16,7,6,40,8,0,2,35,-12,81,3669,149,0,118,0,7,7
11564,1999,3160785,1500,34,2684,1,78,16,7,6,40,8,0,2,38,-23,90,2588,151,0,95,0,7,7
12681,2000,3160785,1500,35,2684,1,78,16,7,6,40,8,0,2,33,-16,84,3222,139,0,109,0,7,7
12865,2001,3160785,1500,36,2684,1,78,16,6,4,40,8,0,2,35,-12,90,3337,134,0,119,0,7,7
14096,2002,3160785,1500,37,2684,1,78,16,6,4,40,8,0,6,38,-11,98,3609,140,0,133,0,6,7
14999,2003,3160785,1500,38,2684,1,78,16,6,4,40,8,0,6,34,-15,87,3823,147,0,148,0,6,6
15298,2004,3160785,1500,39,2684,1,78,16,6,4,40,8,0,6,33,-24,79,3961,144,0,156,0,6,6
16275,2005,3160785,1500,40,2684,1,78,16,6,4,40,8,0,6,38,-14,94,3472,156,0,139,0,6,6
16973,2006,3160785,1500,41,2684,1,78,16,6,4,40,8,0,6,37,-13,100,3950,144,0,132,0,6,6
17722,2007,3160785,1500,42,2684,1,78,16,6,4,40,8,0,6,38,-23,90,2953,145,0,120,0,6,6
18432,2008,3160785,1500,43,2684,1,78,16,6,4,40,8,0,6,37,-15,101,3283,144,0,125,0,6,6
19779,2009,3160785,1500,44,2684,1,78,16,4,4,40,8,0,6,33,-21,86,3853,152,0,140,0,6,6
19855,2010,3160785,1500,45,2684,1,78,16,4,4,40,8,0,6,37,-14,65,2879,142,0,111,0,4,6
21374,2011,3160785,1500,46,2684,1,78,16,4,4,40,8,0,6,38,-17,86,4201,135,0,150,0,4,4
21711,2012,3160785,1500,47,2684,1,78,16,4,4,40,8,0,6,41,-11,95,3234,145,0,122,0,4,4
22422,2013,3160785,1500,48,2684,1,78,16,4,4,40,8,0,6,35,-16,107,3462,138,0,143,0,4,4
23050,2014,3160785,1500,49,2520,1,78,15,3,4,54,8,0,6,35,-23,94,3215,140,0,142,0,4,4
23793,2015,3160785,1500,50,2520,1,78,15,4,4,107,8,0,6,35,-20,72,3707,145,0,139,1,3,4
14840,2003,3160866,19150,2,28593,1,136,44,9,8,44,8,1,9,34,-15,87,3823,147,0,148,0,9,9
15300,2004,3160866,19150,3,28593,1,136,44,9,8,44,8,1,9,33,-24,79,3961,144,0,156,0,9,9
16277,2005,3160866,19150,4,28593,1,136,44,9,8,44,8,1,9,38,-14,94,3472,156,0,139,0,9,9
16975,2006,3160866,19150,5,28593,1,136,44,7,5,44,8,1,9,37,-13,100,3950,144,0,132,0,9,9
17935,2007,3160866,19150,6,28593,1,136,44,7,5,44,8,1,9,38,-23,90,2953,145,0,120,0,7,9
18433,2008,3160866,19150,7,28593,1,136,44,7,5,44,8,1,9,37,-15,101,3283,144,0,125,0,7,7
19480,2009,3160866,19150,8,28593,1,136,44,7,5,44,8,1,9,33,-21,86,3853,152,0,140,0,7,7
19856,2010,3160866,19150,9,28593,1,136,44,7,5,44,8,1,9,37,-14,65,2879,142,0,111,0,7,7
21375,2011,3160866,19150,10,28593,1,136,44,7,5,44,8,1,9,38,-17,86,4201,135,0,150,0,7,7
21712,2012,3160866,19150,11,28593,1,136,44,6,5,44,8,1,9,41,-11,95,3234,145,0,122,0,7,7
22423,2013,3160866,19150,12,28593,1,136,44,6,5,44,8,1,9,35,-16,107,3462,138,0,143,0,6,7
23051,2014,3160866,19150,13,28593,1,136,44,7,5,44,8,1,9,35,-23,94,3215,140,0,142,1,6,6
